"","V1"
"763",0
"764",0
"765",0
"766",0
"767",0
"768",100
"769",0
"770",0
"771",0
"772",100
"773",0
"774",0
"775",0
"776",0
"777",0
"778",22.5555555555556
"779",0
"780",1.48
"781",0
"782",0
"783",33.3157894736842
"784",20.4
"785",0
"786",0
"787",6.76666666666667
"788",0
"789",0
"790",44.4
"791",8.83333333333333
"792",0
"793",0.0303030303030303
"794",0
"795",12.4333333333333
"796",0
"797",0
"798",0
"799",0
"800",0
"801",0
"802",0
"803",0
"804",0
"805",0
"806",0
"807",76.44
"808",0
"809",99.28
"810",0
"811",0
"812",0
"813",0
"814",5.44
"815",0
"816",0
"817",0.2
"818",96.96
"819",0
"820",14.5
"821",0
"822",0
"823",0
"824",0
"825",97.4722222222222
"826",0.741935483870968
"827",42.2
"828",0
"829",0
"830",2.43333333333333
"831",0
"832",2.12
"833",49.9444444444444
"834",22.6
"835",0
"836",12
"837",0
"838",0
"839",42.0333333333333
"840",0
"841",0
"842",0
"843",0
"844",0
"845",0
"846",0
"847",0
"848",0
"849",0
"850",0
"851",0
"852",57
"853",20.2
"854",0
"855",5.66666666666667
"856",16.3
"857",0
"858",0
"859",0
"860",0
"861",0
"862",10.5142857142857
"863",0
"864",0
"865",0
"866",0
"867",0
"868",0
"869",0
"870",0
"871",0
"872",0
"873",0
"874",0
"875",8.30555555555556
"876",0
"877",87.28
"878",0
"879",0
"880",0
"881",98.625
"882",0
"883",0
"884",22.3703703703704
"885",0
"886",0
"887",0
"888",0
"889",0
"890",0
"891",93.36
"892",0
"893",100
"894",0
"895",0
"896",13.6666666666667
"897",0
"898",0
"899",69.2777777777778
"900",1.96
"901",52
"902",51.1818181818182
"903",0
"904",39.3666666666667
"905",0
"906",100
"907",87.3333333333333
"908",0
"909",0
"910",0
"911",0
"912",100
"913",0
"914",15.1724137931034
"915",13.1666666666667
"916",0
"917",0
"918",0
"919",0
"920",0
"921",0
"922",4.37931034482759
"923",14.8235294117647
"924",4.13333333333333
"925",89.3461538461538
"926",0
"927",20.36
"928",0
"929",0
"930",37.84
"931",84.4
"932",0
"933",0
"934",0
"935",0.56
"936",0
"937",0
"938",0
"939",0
"940",0
"941",0
"942",0
"943",0
"944",0
"945",0
"946",0
"947",0
"948",0
"949",0
"950",0
"951",0
"952",0
"953",0
"954",0
"955",13.32
"956",0
"957",46.44
"958",0
"959",0
"960",0
"961",3.78947368421053
"962",0
"963",6.5
"964",0
"965",0
"966",41.4814814814815
"967",0
"968",99.15
"969",29.9642857142857
"970",0
"971",0
"972",0
"973",0
"974",0
"975",0
"976",22.4285714285714
"977",0
"978",0
"979",0
"980",0
"981",0
"982",0
"983",0
"984",0
"985",0
"986",0
"987",100
"988",0
"989",0
"990",0
"991",0
"992",0
"993",0
"994",18.3333333333333
"995",11.8666666666667
"996",0
"997",0
"998",0
"999",0
"1000",0
"1001",0
"1002",0
"1003",0
"1004",26.4
"1005",0
"1006",0
"1007",0
"1008",0.966666666666667
"1009",0
"1010",2.3
"1011",0
"1012",0
"1013",14.6111111111111
"1014",0
"1015",3.68
"1016",0
"1017",0
"1018",0
"1019",0
"1020",100
"1021",0
"1022",0
"1023",0
"1024",0
"1025",0
"1026",0
"1027",22.96
"1028",85.1388888888889
"1029",0
"1030",0
"1031",0.0740740740740741
"1032",0
"1033",0
"1034",0
"1035",0
"1036",0
"1037",0
"1038",0
"1039",0
"1040",0
"1041",0
"1042",20.5333333333333
"1043",0
"1044",0
"1045",0
"1046",19.8181818181818
"1047",0
"1048",0
"1049",78.72
"1050",0
"1051",0
"1052",0
"1053",0
"1054",0.851851851851852
"1055",0
"1056",0
"1057",100
"1058",0
"1059",0
"1060",0
"1061",81.4444444444444
"1062",32.7333333333333
"1063",13.6666666666667
"1064",2.52631578947368
"1065",0
"1066",0
"1067",0
"1068",12.7333333333333
"1069",98.64
"1070",26.7222222222222
"1071",0
"1072",0
"1073",0
"1074",0
"1075",0
"1076",0
"1077",0
"1078",0.142857142857143
"1079",0
"1080",0
"1081",0
"1082",0
"1083",0
"1084",100
"1085",0
"1086",0
"1087",0
"1088",0
"1089",0
"1090",0
"1091",0
"1092",0
"1093",0
"1094",0
"1095",0
"1096",98
"1097",0
"1098",100
"1099",0
"1100",0
"1101",0
"1102",0
"1103",0
"1104",0
"1105",11.88
"1106",0
"1107",0
"1108",0
"1109",0
"1110",0
"1111",0
"1112",17.7666666666667
"1113",0
"1114",100
"1115",0
"1116",1.08
"1117",0
"1118",0
"1119",0
"1120",0
"1121",0.8
"1122",0
"1123",0
"1124",94.3103448275862
"1125",0
"1126",0
"1127",0
"1128",100
"1129",0
"1130",0
"1131",0
"1132",0
"1133",0
"1134",0
"1135",0
"1136",0
"1137",0
"1138",0.0357142857142857
"1139",0
"1140",9.23333333333333
"1141",0
"1142",0
