X,Y,LAYER,GM_LAYER,Shape_Leng,Shape_Area,OID2,id
-16.0150966516485,22.6340372536639,Unknown Area Type,Unknown Area Type,20000,25000000,1188146,1188146
42.1353400452747,13.2074783131342,Unknown Area Type,Unknown Area Type,20000,25000000,757076,757076
3.24104344513716,34.1539763488837,Unknown Area Type,Unknown Area Type,20000,25000000,1293156,1293156
11.684407010649,28.9043628207372,Unknown Area Type,Unknown Area Type,20000,25000000,1189853,1189853
27.0222070400663,16.741603169267,Unknown Area Type,Unknown Area Type,20000,25000000,846049,846049
26.2468099344661,22.2073451231042,Unknown Area Type,Unknown Area Type,20000,25000000,999095,999095
-10.632471835418,10.4062749680404,Unknown Area Type,Unknown Area Type,20000,25000000,738485,738485
14.0372577666573,-3.2091279702058,Unknown Area Type,Unknown Area Type,20000,25000000,351804,351804
21.4995168229028,24.5473416838087,Unknown Area Type,Unknown Area Type,20000,25000000,1062682,1062682
30.4736880995485,20.5027713928263,Unknown Area Type,Unknown Area Type,20000,25000000,953583,953583
22.736335534019,-5.58486995069717,Unknown Area Type,Unknown Area Type,20000,25000000,319821,319821
38.3249882212907,-2.43067146426873,Unknown Area Type,Unknown Area Type,20000,25000000,364666,364666
-6.69532641472063,23.8692877061815,Unknown Area Type,Unknown Area Type,20000,25000000,1146774,1146774
34.2312065318831,-6.00458424659304,Unknown Area Type,Unknown Area Type,20000,25000000,314094,314094
22.7331505422297,6.00833307282268,Unknown Area Type,Unknown Area Type,20000,25000000,518967,518967
21.0766014364962,18.0965467011711,Unknown Area Type,Unknown Area Type,20000,25000000,887560,887560
11.7425461246365,31.1280062479419,Unknown Area Type,Unknown Area Type,20000,25000000,1238037,1238037
16.3168265199106,-26.5731683249029,Unknown Area Type,Unknown Area Type,20000,25000000,41467,41467
-1.95784275237696,27.2636488217537,Unknown Area Type,Unknown Area Type,20000,25000000,1206450,1206450
37.3007566256917,0.809683232169649,Unknown Area Type,Unknown Area Type,20000,25000000,419005,419005
-7.42877096771501,6.53972099602695,Unknown Area Type,Unknown Area Type,20000,25000000,574266,574266
21.2221792854053,-10.7925446824498,Unknown Area Type,Unknown Area Type,20000,25000000,251450,251450
-4.3794557931872,8.90499664611297,Unknown Area Type,Unknown Area Type,20000,25000000,654570,654570
21.2765574949204,-1.79164372352646,Unknown Area Type,Unknown Area Type,20000,25000000,375008,375008
20.0859480494819,-32.1585234248063,Unknown Area Type,Unknown Area Type,20000,25000000,7606,7606
2.52275614154143,15.426580416201,Unknown Area Type,Unknown Area Type,20000,25000000,849430,849430
11.1393376296415,9.45457066517634,Unknown Area Type,Unknown Area Type,20000,25000000,635564,635564
9.87187105355479,13.6433385298129,Unknown Area Type,Unknown Area Type,20000,25000000,773666,773666
31.9356624074677,5.50696274105469,Unknown Area Type,Unknown Area Type,20000,25000000,507229,507229
37.7771055198915,8.6748530668621,Unknown Area Type,Unknown Area Type,20000,25000000,603877,603877
-3.18408484514411,29.1171608992662,Unknown Area Type,Unknown Area Type,20000,25000000,1250180,1250180
-3.39620649768084,10.4915577954119,Unknown Area Type,Unknown Area Type,20000,25000000,710143,710143
46.2007695278752,-16.4821444270106,Unknown Area Type,Unknown Area Type,20000,25000000,158337,158337
13.3426696345329,-20.1599482852099,Unknown Area Type,Unknown Area Type,20000,25000000,111790,111790
44.8996870965759,-24.2204201178557,Unknown Area Type,Unknown Area Type,20000,25000000,57264,57264
29.7269908845634,-5.09702886804815,Unknown Area Type,Unknown Area Type,20000,25000000,326621,326621
-5.59753742942587,12.841872907896,Unknown Area Type,Unknown Area Type,20000,25000000,799754,799754
6.81625250859188,32.9347100474153,Unknown Area Type,Unknown Area Type,20000,25000000,1274158,1274158
34.1471044143662,-0.30546577890499,Unknown Area Type,Unknown Area Type,20000,25000000,399876,399876
36.0793242295501,-17.4640189656893,Unknown Area Type,Unknown Area Type,20000,25000000,154069,154069
23.0217770998506,2.44560001476772,Unknown Area Type,Unknown Area Type,20000,25000000,447218,447218
-1.81093971887335,19.6682001150218,Unknown Area Type,Unknown Area Type,20000,25000000,998486,998486
24.6401690419566,-0.895184674567111,Unknown Area Type,Unknown Area Type,20000,25000000,389902,389902
28.4432074262653,-27.6478782561966,Unknown Area Type,Unknown Area Type,20000,25000000,36411,36411
9.16120734701307,4.09844441907482,Unknown Area Type,Unknown Area Type,20000,25000000,481248,481248
16.634281621036,24.0671822204264,Unknown Area Type,Unknown Area Type,20000,25000000,1056790,1056790
17.6007949604789,-7.04272565361271,Unknown Area Type,Unknown Area Type,20000,25000000,299459,299459
-14.0635434000149,10.6791312210018,Unknown Area Type,Unknown Area Type,20000,25000000,767750,767750
-12.9733509339631,21.9330952063161,Unknown Area Type,Unknown Area Type,20000,25000000,1139917,1139917
13.3582506339379,-0.079370024202133,Unknown Area Type,Unknown Area Type,20000,25000000,403183,403183
10.3205537666468,32.1425785225908,Unknown Area Type,Unknown Area Type,20000,25000000,1257157,1257157
35.9516644137415,-7.14097162904448,Unknown Area Type,Unknown Area Type,20000,25000000,298671,298671
23.3122246560823,28.0295983016921,Unknown Area Type,Unknown Area Type,20000,25000000,1148533,1148533
44.8251107024487,-22.3074795335887,Unknown Area Type,Unknown Area Type,20000,25000000,80012,80012
35.0566556662986,11.1620880976047,Unknown Area Type,Unknown Area Type,20000,25000000,683819,683819
37.8912904015244,-3.23385271817959,Unknown Area Type,Unknown Area Type,20000,25000000,352338,352338
15.3627902458859,20.1473497239984,Unknown Area Type,Unknown Area Type,20000,25000000,953266,953266
43.8280388264048,6.50360131052719,Unknown Area Type,Unknown Area Type,20000,25000000,540793,540793
24.9170999102591,16.2341738795977,Unknown Area Type,Unknown Area Type,20000,25000000,831684,831684
-13.111758514681,16.5023427231996,Unknown Area Type,Unknown Area Type,20000,25000000,971227,971227
-10.1357314626438,7.84527972169076,Unknown Area Type,Unknown Area Type,20000,25000000,635036,635036
1.92497627005772,33.6574804358125,Unknown Area Type,Unknown Area Type,20000,25000000,1290924,1290924
32.5739130393187,26.2102773310902,Unknown Area Type,Unknown Area Type,20000,25000000,1105185,1105185
31.9242428302855,3.88462066811769,Unknown Area Type,Unknown Area Type,20000,25000000,474018,474018
-8.33983261787378,14.9051110796575,Unknown Area Type,Unknown Area Type,20000,25000000,884292,884292
-9.90295809782133,27.7729159831056,Unknown Area Type,Unknown Area Type,20000,25000000,1258620,1258620
7.38375454203861,5.07838602817557,Unknown Area Type,Unknown Area Type,20000,25000000,503654,503654
-14.7199698021633,11.9960541649324,Unknown Area Type,Unknown Area Type,20000,25000000,821645,821645
27.7433820298368,-5.32853086919823,Unknown Area Type,Unknown Area Type,20000,25000000,323543,323543
36.8732317952599,-8.3256442347792,Unknown Area Type,Unknown Area Type,20000,25000000,282851,282851
5.01781717991784,26.5278108091832,Unknown Area Type,Unknown Area Type,20000,25000000,1153742,1153742
27.7866860403151,3.62731382676328,Unknown Area Type,Unknown Area Type,20000,25000000,468837,468837
30.5533318800879,-21.8370256299952,Unknown Area Type,Unknown Area Type,20000,25000000,97565,97565
36.7439497973906,8.52457600226078,Unknown Area Type,Unknown Area Type,20000,25000000,598095,598095
-7.82506422662763,4.6835185498552,Unknown Area Type,Unknown Area Type,20000,25000000,510729,510729
29.9513725750539,20.7381224935199,Unknown Area Type,Unknown Area Type,20000,25000000,959815,959815
15.3038546438336,11.7510894653095,Unknown Area Type,Unknown Area Type,20000,25000000,706407,706407
13.347693449593,-8.20651747067328,Unknown Area Type,Unknown Area Type,20000,25000000,282329,282329
-4.57797810081923,15.7779585979692,Unknown Area Type,Unknown Area Type,20000,25000000,892124,892124
-7.04656545811658,8.94685028908534,Unknown Area Type,Unknown Area Type,20000,25000000,666484,666484
10.9849489190919,6.79188650490084,Unknown Area Type,Unknown Area Type,20000,25000000,548206,548206
4.15911006530853,11.6593346594244,Unknown Area Type,Unknown Area Type,20000,25000000,725350,725350
13.6203134272856,0.140539840801179,Unknown Area Type,Unknown Area Type,20000,25000000,406983,406983
16.6722347577176,-11.3419602899839,Unknown Area Type,Unknown Area Type,20000,25000000,242474,242474
13.1805266639059,10.2029852659918,Unknown Area Type,Unknown Area Type,20000,25000000,657978,657978
28.3005782923401,10.4094060858263,Unknown Area Type,Unknown Area Type,20000,25000000,655324,655324
1.22512241927378,17.3414373103392,Unknown Area Type,Unknown Area Type,20000,25000000,913901,913901
32.6859264785721,-8.13852003390726,Unknown Area Type,Unknown Area Type,20000,25000000,286240,286240
35.3785964407948,-11.3149042909415,Unknown Area Type,Unknown Area Type,20000,25000000,244060,244060
-11.5483870420667,14.9716457428744,Unknown Area Type,Unknown Area Type,20000,25000000,907250,907250
11.5750625617998,-0.383899317072374,Unknown Area Type,Unknown Area Type,20000,25000000,397866,397866
30.7368232147137,17.2943159480509,Unknown Area Type,Unknown Area Type,20000,25000000,863097,863097
33.1763824188584,12.4663708700597,Unknown Area Type,Unknown Area Type,20000,25000000,723277,723277
16.5992267223824,2.54450308499058,Unknown Area Type,Unknown Area Type,20000,25000000,449529,449529
-6.7372453797966,18.6131299142098,Unknown Area Type,Unknown Area Type,20000,25000000,994710,994710
31.1593908837685,-27.1422681150533,Unknown Area Type,Unknown Area Type,20000,25000000,39984,39984
34.0231394781444,-9.64415207442888,Unknown Area Type,Unknown Area Type,20000,25000000,266473,266473
